URL,Review
https://www.grubhub.com/restaurant/el-patio-fresh-mexican-grill-200-e-st-davis/1950144,Usually the food is decent but I don't think the fries were good
https://www.grubhub.com/restaurant/el-patio-fresh-mexican-grill-200-e-st-davis/1950144,"Wrong order, can't eat what they sent me"
https://www.grubhub.com/restaurant/el-patio-fresh-mexican-grill-200-e-st-davis/1950144,Lots of incompetence all around.
https://www.grubhub.com/restaurant/el-patio-fresh-mexican-grill-200-e-st-davis/1950144,"Overall good! Food was ready a little later than I expected given the pickup time I set, but I showed up a bit late anyways so it wasn't a big deal. The food itself was great! Good portion size"
https://www.grubhub.com/restaurant/el-patio-fresh-mexican-grill-200-e-st-davis/1950144,It was a great burrito!
https://www.grubhub.com/restaurant/el-patio-fresh-mexican-grill-200-e-st-davis/1950144,Great food and service
https://www.grubhub.com/restaurant/el-patio-fresh-mexican-grill-200-e-st-davis/1950144,Restaurant seemed fine but our food sat there more than 30 mins.
https://www.grubhub.com/restaurant/el-patio-fresh-mexican-grill-200-e-st-davis/1950144,Great food for a reasonable price!
https://www.grubhub.com/restaurant/el-patio-fresh-mexican-grill-200-e-st-davis/1950144,"Good food, decent price, delivery was just right"
https://www.grubhub.com/restaurant/el-patio-fresh-mexican-grill-200-e-st-davis/1950144,"I used to order from this place alot but in the past week or 2 they have raised prices by like 30%, lowered the amount of food you get by around 20% and the quality seems worse too. It used to be kinda worth it to order from here but now it's definitely not, unfortunately."
https://www.grubhub.com/restaurant/el-patio-fresh-mexican-grill-200-e-st-davis/1950144,They did not send the whole order but what I received was very good.
https://www.grubhub.com/restaurant/el-patio-fresh-mexican-grill-200-e-st-davis/1950144,"The order was very late and because if that the food was cold and my drink was watered down. I love this restaurant, tho! I also got some GrubHub credit because of the inconvenience. I'll order again, but maybe at a different time. :)"
https://www.grubhub.com/restaurant/el-patio-fresh-mexican-grill-200-e-st-davis/1950144,"Food was really good, and I had an on time contact free delivery!"
https://www.grubhub.com/restaurant/el-patio-fresh-mexican-grill-200-e-st-davis/1950144,They forgot an entire part of my order
https://www.grubhub.com/restaurant/el-patio-fresh-mexican-grill-200-e-st-davis/1950144,The food was hot and delicious! Everything was fantastic.
https://www.grubhub.com/restaurant/el-patio-fresh-mexican-grill-200-e-st-davis/1950144,Great food great price
https://www.grubhub.com/restaurant/el-patio-fresh-mexican-grill-200-e-st-davis/1950144,Food was cold by the time it got here :/
https://www.grubhub.com/restaurant/el-patio-fresh-mexican-grill-200-e-st-davis/1950144,Good food fast
https://www.grubhub.com/restaurant/el-patio-fresh-mexican-grill-200-e-st-davis/1950144,Good food and delivery service ❤️ 🙂
https://www.grubhub.com/restaurant/el-patio-fresh-mexican-grill-200-e-st-davis/1950144,"I didn't get chicken super burritos, I got plain bean burritos"
https://www.grubhub.com/restaurant/el-patio-fresh-mexican-grill-200-e-st-davis/1950144,Won't go there again
https://www.grubhub.com/restaurant/el-patio-fresh-mexican-grill-200-e-st-davis/1950144,We ordered refried beans to be in the taco salad but they put refried beans.  Not what we asked for.
https://www.grubhub.com/restaurant/jack-in-the-box-337-g-st-davis/2455132,Good. Just missing sauces for Tonya tacos and mozzarella sticks
https://www.grubhub.com/restaurant/jack-in-the-box-337-g-st-davis/2455132,I can't as wrong order was dropped off
https://www.grubhub.com/restaurant/jack-in-the-box-337-g-st-davis/2455132,"Food was late and extremely cold. Supposed to arrive at 9:22, and got here just before 10. This is the first time a delivery has been like this, very frustrating"
https://www.grubhub.com/restaurant/jack-in-the-box-337-g-st-davis/2455132,"Missing my two tacos and sauces. I mean, you spend 30 bucks on some food its kinda rough not having all the sauces for your little fried treats :("
https://www.grubhub.com/restaurant/jack-in-the-box-337-g-st-davis/2455132,"Decent food, delivered a little late but still good."
https://www.grubhub.com/restaurant/jack-in-the-box-337-g-st-davis/2455132,"Found a long strand of hair on one of m burgers, it happens I guess 🫠"
https://www.grubhub.com/restaurant/jack-in-the-box-337-g-st-davis/2455132,Food was cold
https://www.grubhub.com/restaurant/jack-in-the-box-337-g-st-davis/2455132,Homie left my drink in the middle of the street. Food was alright but cold
https://www.grubhub.com/restaurant/jack-in-the-box-337-g-st-davis/2455132,Good but expensive for fast food.
https://www.grubhub.com/restaurant/jack-in-the-box-337-g-st-davis/2455132,Filled the special order for the large number of items ordered completely correct.
https://www.grubhub.com/restaurant/jack-in-the-box-337-g-st-davis/2455132,"Got everything I ordered, but it was lukewarm/cold by the time it arrived. That's fine with me since it saved me from going outside when I did not feel well."
https://www.grubhub.com/restaurant/jack-in-the-box-337-g-st-davis/2455132,Either the driver forgets something or the restaurant does and this happens every time
https://www.grubhub.com/restaurant/jack-in-the-box-337-g-st-davis/2455132,I didn't get my drink.
https://www.grubhub.com/restaurant/jack-in-the-box-337-g-st-davis/2455132,I never got my onion rings
https://www.grubhub.com/restaurant/raising-canes-chicken-fingers-207-e-street-davis/3128154,"Got my drink without a lid, order was late"
https://www.grubhub.com/restaurant/raising-canes-chicken-fingers-207-e-street-davis/3128154,"Great restaurant, great food. Classic and reliable"
https://www.grubhub.com/restaurant/raising-canes-chicken-fingers-207-e-street-davis/3128154,The order was an hour late. I would've fed my children something else if I'd known it would be that late. I didn't see an option to cancel after the fact.
https://www.grubhub.com/restaurant/raising-canes-chicken-fingers-207-e-street-davis/3128154,My girlfriend and me love the chicken and coleslaw and would love to come in and eat there.
https://www.grubhub.com/restaurant/raising-canes-chicken-fingers-207-e-street-davis/3128154,Very yummy and consistently good
https://www.grubhub.com/restaurant/raising-canes-chicken-fingers-207-e-street-davis/3128154,The delivery was very fast and the food was warm. Canes is soooo goooooood I love it so much. The order was perfect down to the sauce. Recommend greatly.
https://www.grubhub.com/restaurant/raising-canes-chicken-fingers-207-e-street-davis/3128154,I ordered my food at 8:30pm my food did not arrive until 10:30pm when we had already ate something else. I contacted Grub Hub support and they were not understanding or helpful what so ever. I would think twice when ordering from GrubHub.
https://www.grubhub.com/restaurant/raising-canes-chicken-fingers-207-e-street-davis/3128154,The food was very delicious and the driver was early and warm. Drink was good
https://www.grubhub.com/restaurant/raising-canes-chicken-fingers-207-e-street-davis/3128154,They forgot my drink and the ETA took super long
